,Unnamed: 0,sentence_reviews,Score,Class
3240,3240,Amazing😍 flipkart,5,Positive
3241,3241,It's lagging while video recording,2,Negative
3242,3242, Only 3 months old device,1,Negative
3243,3243,Display is good for and ips ,4,Positive
3244,3244, britness is too low i always use the device with 70% britness in indoor conditions,2,Negative
3245,3245,Just missing AMOLED display,2,Negative
3246,3246,Otherwise POCO X3 PRO is the best mobile under 20000,3,Positive
3247,3247,Camera is awesome,5,Positive
3248,3248, speed game verithanam,5,Positive
3249,3249,Very nice camera,5,Positive
3250,3250,For this price nothing can beat it,5,Positive
3251,3251, BGMI is smooth in extreme,4,Positive
3252,3252, No heating in my device even after 2 hours of playing,1,Negative
3253,3253, Hoping to get 90fps officially with BGMI,3,Positive
3254,3254, But anyways phone is good,3,Positive
3255,3255,Smooth performance,5,Positive
3256,3256, But motherboard dead after 7 months,1,Negative
3257,3257, very poor quality control,1,Negative
3258,3258,MIUI limits the full potential of this phone,2,Negative
3259,3259,Good,4,Positive
3260,3260,Super,5,Positive
3261,3261,Full power,5,Positive
3262,3262,Camera quality average otherwise good ,3,Positive
3263,3263,Bettery backup is not good,2,Negative
3264,3264,Good mobil ,4,Positive
3265,3265, camera is nice,4,Positive
3266,3266,Excellent,5,Positive
3267,3267,New mobile buy in flipkart use 2 month phone worst in game play so lag pubg and bgmi I'll real disappointment this phone friends,1,Negative
3268,3268,phone don't buy poco x3 pro🤣🤣,1,Negative
3269,3269,Just one word Awesome,5,Positive
3270,3270,Great performance,5,Positive
3271,3271,Good,4,Positive
3272,3272,In This range is best gaming device,5,Positive
3273,3273,Good one camera average,4,Positive
3274,3274,Worth for money 💰,5,Positive
3275,3275,Amazing phone ,5,Positive
3276,3276, only issue when the phone vibrates while playing song due to dual speaker,4,Positive
3277,3277, Another issue is LCD screen which can be much better when compare to phones in similar ranger,3,Positive
3278,3278, Overall amazing product with snapdragon 860 processor which makes it a superb buy,5,Positive
3279,3279,Amazing product got this at 16950 Rs,5,Positive
3280,3280,On an average it's a very good phone with super performance,4,Positive
3281,3281, But only uneasy thing I felt is the vibration below camera module when some thing is played via speaker,3,Positive
3282,3282,Rest is fantastic,5,Positive
3283,3283, Amoled is a obvious miss ,2,Negative
3284,3284, performance do compensate,4,Positive
3285,3285, After booting updated to MIUI 12,1,Negative
3286,3286, Sound quality is excellent,5,Positive
3287,3287, It's Hi-Res certified,5,Positive
3288,3288, Also expected the battery drain to be more smooth,3,Positive
3289,3289, Anyhow,1,Negative
3290,3290, this is my one day review,5,Positive
3291,3291, Will update experience after a month,1,Negative
3292,3292,Perfect,5,Positive
3293,3293,Best Phone under this price,5,Positive
3294,3294,Good product ,4,Positive
3295,3295,camera good ,4,Positive
3296,3296,i love it,5,Positive
3297,3297,Ultra beast performance! And I've to specially mention the stereo speakers,5,Positive
3298,3298, They are awesome,5,Positive
3299,3299,Runs BGMI smooth extreme with very less lag even in competitive matches,4,Positive
3300,3300, Camera could have been better,3,Positive
3301,3301, Best phone under 20k!,5,Positive
3302,3302,great performance for heavy games like Pubg MobileCall of Duty just go it,5,Positive
3303,3303,I like this products,5,Positive
3304,3304, especially the camera,4,Positive
3305,3305, Superr good,5,Positive
3306,3306, Worth spending money for this phone,5,Positive
3307,3307, I sure I won't regret it,4,Positive
3308,3308, Thanku,5,Positive
3309,3309,Fabulous,5,Positive
3310,3310,must buy,5,Positive
3311,3311,Worst phone I have never seen,1,Negative
3312,3312,Nice products 😊,5,Positive
3313,3313,Love this phone ❤,5,Positive
3314,3314,Super,5,Positive
3315,3315,Very nice performance,5,Positive
3316,3316,Good ececellent I am feeling happy,4,Positive
3317,3317,In normal range it is best mobile,3,Positive
3318,3318,Amazing phoneAwesome perfomanceDisplay quality is also goodFeels like amoled displayCamera is OKMade for gamingGood value for money,5,Positive
3319,3319,Nice,4,Positive
3320,3320,Best,5,Positive
3321,3321,This budget this phone amazing,5,Positive
3322,3322,Great,5,Positive
3323,3323,Great,5,Positive
3324,3324,Good,4,Positive
3325,3325,Nice,4,Positive
3326,3326,Performance sooper,4,Positive
3327,3327,Loved the phone performance out of the world 🌍 👍,5,Positive
3328,3328,Very good product,5,Positive
3329,3329,Best phone for BGMI 😍😍,5,Positive
3330,3330,Osm phone for everything,5,Positive
3331,3331,All are good,5,Positive
3332,3332,Best product,5,Positive
3333,3333,Nice,4,Positive
3334,3334,Good phone,4,Positive
3335,3335,I think under 20000 the best phone,5,Positive
3336,3336,Good value for money ,4,Positive
3337,3337, some times hanging issue and also heating,3,Positive
3338,3338,The phone is fast ,4,Positive
3339,3339, the launcher stutters,2,Negative
3340,3340, You can feel the stutters here and there,5,Positive
3341,3341, I don't know why this is happening even with the SD 860,3,Positive
3342,3342, It had a 120 hz refresh rate screen ,3,Positive
3343,3343, you can feel the drops at times due to the stutters,3,Positive
3344,3344,Very good phone ,5,Positive
3345,3345, mind blowing,1,Negative
3346,3346,BATTERY DRAINS VERY FAST SO AVOID TO BUY,1,Negative
3347,3347,Beast,5,Positive
3348,3348,Battery drain quickly,2,Negative
3349,3349, Not worth above 5000mah battery,2,Negative
3350,3350, At the time of taking video hanging issue continuesly,3,Positive
3351,3351,Worst phone dont go for it,1,Negative
3352,3352, Call is being disconnected time and again,1,Negative
3353,3353, Others phone is showing switched off while that is on,2,Negative
3354,3354, Front camera not good,1,Negative
3355,3355,Tab switch not working,1,Negative
3356,3356, Don't buy this phone,1,Negative
3357,3357, Flipkart support so far is worst,1,Negative
3358,3358,Super product it is really gameing mobileYou don't very this is nise productAnd loo light look super,5,Positive
3359,3359,Gameing parfomance Op Bolte,3,Positive
3360,3360,Proximately sensor problems,2,Negative
3361,3361,Very good product❤i just love it😙🔥,5,Positive
3362,3362,One of they best phone which is giving equal competition to all flagship processor in this segment I play call of duty from iPad m1 chip ,5,Positive
3363,3363, sometimes I have to play on mobile too no lag issue ,3,Positive
3364,3364, after 5 to 6 hours phone get little bit heater on max setting if I on fan or Ac all things get ok with me it's very stylish mobile go for it's very powerful phone,4,Positive
3365,3365,Good,4,Positive
3366,3366,performance wise market best at this price range,5,Positive
3367,3367,only bad thing is back side plastic that's why while playing music in high volume back side is vibrating,3,Positive
3368,3368,Good product,4,Positive
3369,3369,Awesome product ,5,Positive
3370,3370, it has heating issues after few hours of gameplay,2,Negative
3371,3371, Camera is ok,3,Positive
3372,3372, Battery is good,4,Positive
3373,3373,Performance is so good,5,Positive
3374,3374, but the phone get heat,3,Positive
3375,3375,Bast gaming phone under 20k,5,Positive
3376,3376,Phone weighs more in hand,5,Positive
3377,3377, Can't put in hand for continuously,2,Negative
3378,3378, Battery is good,4,Positive
3379,3379, Heating issues seen in heavy load conditions,3,Positive
3380,3380, Stereo speakers making heavy vibrations at the back body in high volume case,4,Positive
3381,3381, Overall ok to use,3,Positive
3382,3382,Phone is heavy and the camera average ,3,Positive
3383,3383, display average,3,Positive
3384,3384,Bettery performance not good,2,Negative
3385,3385,Touch it not working 😤😤😤,1,Negative
3386,3386,Cons- Phone is not handy at all,1,Negative
3387,3387, Camera is Worst,1,Negative
3388,3388, Pros,5,Positive
3389,3389,#NAME?,4,Positive
3390,3390,Bad phone,1,Negative
3391,3391,Camera is a not good,1,Negative
3392,3392,not happy with battery performance,2,Negative
3393,3393, Screen resolution is really good,4,Positive
3394,3394, Speaker is loud n clear,5,Positive
3395,3395,Guy's literally I am saying if you are still looking the best smartphone under 20k  (on offer you can easily get this on 17k ) go for this blindly dude & i am sure you will never regret it,1,Negative
3396,3396, it's damn amazing in every aspect  ,5,Positive
3397,3397,Nc,3,Positive
3398,3398,Just awesome phone,5,Positive
3399,3399,Awesome I like,5,Positive
3400,3400,GAMING - 10 BATTERY-08CHARGING-09CAMERAS-06Paisa wasool phone Best gaming experience,5,Positive
3401,3401,Good phone in this range 16999 I buy it ,5,Positive
3402,3402, one prblm doesn't support 5G,1,Negative
3403,3403,Best gaming Beast under 20k,5,Positive
3404,3404,The product is good,4,Positive
3405,3405, worth for money,5,Positive
3406,3406, Overall everything was good ,4,Positive
3407,3407, delivery was delayed for 1day which I was little disappointed,3,Positive
3408,3408,Not bad,3,Positive
3409,3409, but back vibration too much,3,Positive
3410,3410, ❤️ It 😂😂😂,5,Positive
3411,3411,Night mode is awesome,5,Positive
3412,3412,If you want a midrange killer with high performance then you don't need to look for another device,4,Positive
3413,3413, This is best and Display is super,5,Positive
3414,3414, And I'm the developers of Poco launcher also,5,Positive
3415,3415,Great performance,5,Positive
3416,3416,Best performance given by it,5,Positive
3417,3417, ❤loved it,5,Positive
3418,3418,!! 🤩❤😍,5,Positive
3419,3419,This phone is heated and network problem,1,Negative
3420,3420,Hardware is good except display,3,Positive
3421,3421, Only thing is I don't know how long it will last before screen burn issue 😂😂,3,Positive
3422,3422, MIUI is so buggish,1,Negative
3423,3423,,4,Positive
3424,3424, still the advantage of mi phones is lot of custom ROMs,4,Positive
3425,3425, So overall a good buy,4,Positive
3426,3426,1,5,Positive
3427,3427,Camera: Quit good 3star2,1,Negative
3428,3428,Battery: 3 star3,3,Positive
3429,3429,performance: 4 star4,4,Positive
3430,3430,Display: 4 star5,4,Positive
3431,3431, Charging: 5 star,5,Positive
3432,3432,Camera quality is very bad,1,Negative
3433,3433,Fast battery drainSometime hangHittingFlipkart did'nt take serious this matterSo dont take this device,3,Positive
3434,3434,Phone design is good,4,Positive
3435,3435, camera 48mp ok,3,Positive
3436,3436, battery back up 24 hours used,1,Negative
3437,3437, Phone heating in charging time and apps using time,5,Positive
3438,3438, Phone hanging some times,3,Positive
3439,3439, Iam taken 6gb 128,1,Negative
3440,3440, Value of money not for good like this configuration phones u should compare other phones this phone is good,3,Positive
3441,3441,Good ,4,Positive
3442,3442, sometimes it heat very fast,3,Positive
3443,3443,Good performance ,4,Positive
3444,3444, screen quality baad,4,Positive
3445,3445,Camera is good,4,Positive
3446,3446,Nice,4,Positive
3447,3447,Simply superb 👌👌👌,5,Positive
3448,3448,Phone is Good ,4,Positive
3449,3449, there is some heating issue,3,Positive
3450,3450, otherwise everything is good,3,Positive
3451,3451,Such a best product,5,Positive
3452,3452,Good for gaming,4,Positive
3453,3453,Fantastic performance 👏👌Everything fine,5,Positive
3454,3454,Poco x3 pro,3,Positive
