,sentence_reviews,Score,Class
1811, Bought a red one and its amazing red,5,Positive
1812,Good phone ,4,Positive
1813, disappointed with no earpods and power adapter,2,Negative
1814, Left a bittersweet taste,1,Negative
1815,Battery backup is good enough for only decent usage,3,Positive
1816, Not meant for gaming,2,Negative
1817, Only for those who want entry into the Apple ecosystem at low cost,3,Positive
1818,"Ossam phone,my first I phone so very much excited to use this",1,Negative
1819,everything is great except battery ,4,Positive
1820, u may optimise battery usage by making suitable settings and after that all great,5,Positive
1821,  Finally want too say only one thing No I phone user will never use any other brand  phone,1,Negative
1822,Ordered iphone SE 2020 from Flipkart and no regrets till now,5,Positive
1823,This is my second iPhone purchase from Flipkart and they delivered it well within time,5,Positive
1824,"Phone is genuine, nicely packed (hats off to Apple Packaging Team too)Very nice upgrade from IPhone 6 - 16 GB",5,Positive
1825,Used it for more than a week now; seems flawless,2,Negative
1826,The Red Product is a special one to own as Apple donates from the sales of Red Products,5,Positive
1827,"The glass back looks very nice, however needs lot of care to prevent scratches",3,Positive
1828,Cons: Battery l,5,Positive
1829,"The product is great in itself, other than the battery",4,Positive
1830, I have a 2016 iPhone 6 and the battery life if pretty similar to that,3,Positive
1831, Really hoping that Apple does something about the battery life in coming update,3,Positive
1832, Other than that everything is great and it delivers what you're promised,5,Positive
1833," A-13 bionic chip will amaze you with the speed and camera is great, specially for the price",5,Positive
1834," Great phone, just be aware that you'll have to charge it multiple times a day, so don't forget to carry a power bank!",5,Positive
1835,Best in the market Seriously no android phone can compete with this 4,5,Positive
1836,7 inch beast performing device,5,Positive
1837, A13 Bionic is far more superior than Snapdragon 865,5,Positive
1838, I am an hardcore android guy & I am giving my genuine review after 4 days of extensive IOS usage,5,Positive
1839,The iPhone SE 2020 is a real value for money mobile device,5,Positive
1840, It has got the latest processor (A13 Bionic Chip) which is said to be the fastest processor that is present in the current market,5,Positive
1841, The camera is a real catch having support for high definition video and photos that can be shot in portrait mode which adds a certain depth to the photos,4,Positive
1842, The 4,4,Positive
1843,7 inch screen is a real compact and comfy size for those who do not prefer large phone sizes,5,Positive
1844, The battery life is great as well,5,Positive
1845, All in all the i,5,Positive
1846,😭camera is not up to the mark specially in low light,2,Negative
1847, Battery performance pathetic,1,Negative
1848, If you use it day long then always keep power bank,5,Positive
1849, Power adopter to be purchased separately that costs 2000/ othewise can not charge,1,Negative
1850,🤩Look wise excellent,5,Positive
1851, Sound quality outstanding ,5,Positive
1852, Fast processor feels you satistified,5,Positive
1853,Best camera quality a,5,Positive
1854, A good option to buy at a reasonable price too,4,Positive
1855, Would totally recommend buying this mobile,5,Positive
1856,Best phone at this range battery backup is also good display is awesome it is best phone for gaming and all other use Ram management is too good,5,Positive
1857, This is best phone it is value for money,5,Positive
1858,Just go for it,5,Positive
1859,"If you are looking for a handy phone with best display and camera, go for it",5,Positive
1860," Battery backup isnt that great, would know if you had been an iphone user before, ",3,Positive
1861, overall its so worth it !,4,Positive
1862,Apple always best if you know how to jailbreak,5,Positive
1863, Much faster processor battery too good and dual sim management better than non iOS device,2,Negative
1864,It's lighting fast and picture quality is marvelous,5,Positive
1865, Excellent battery except that if you are more on online streaming and gaming then you need to carry a 20k mah power bank,4,Positive
1866, Shipment was delivered before the mentioned date and packaging was firm and sturdy when received,5,Positive
1867, Overall I rate 5/5,4,Positive
1868, End of the day an iPhone is an iPhone,5,Positive
1869, Thanks flipkart for the best online offer,5,Positive
1870,Best phone at this price,5,Positive
1871,camera is also great with right lighting,5,Positive
1872, Very easy to use in one hand,5,Positive
1873, Very light in weight ,3,Positive
1874, still gives a good feeling in hands,4,Positive
1875,battery backup is also not that bad as everybody says,4,Positive
1876,the A13 chip uses the power very smartly,5,Positive
1877,overall a good quality product at reasonable price,4,Positive
1878,"I am writing this review after more than a months usage, so here are my observations and findings",4,Positive
1879," Excellent OS, super fast A13 chip no lag at all",5,Positive
1880," Nice animations, highly customization now with ios 14",5,Positive
1881,1 update,4,Positive
1882, It will amaze you,5,Positive
1883," Superb display especially when you zoom a picture it retains its pixels, awesome",5,Positive
1884," Amazing 4K video at 60 FPS, absolutely amazing clarity",5,Positive
1885, Very good speakers,5,Positive
1886, Very light weight infact you wont feel its in your pocket,1,Negative
1887, Camera is great with good clar,5,Positive
1888,Users shifted from android to iphone may feel not worthy,1,Negative
1889, In this price range we will get better phone in android   But Only satisfactory thing is the Brand and durabilityPerformance is goodSome automation functions are goodCamera AvgFast charging is plus from 20 to 70 % it took 30 to 40 min ,3,Positive
1890, to get 100% it took another 2 hoursI liked the size of the mobile so i choose thisThe below review is after 5 months of useMobile look was quality is good ,5,Positive
1891, it is too sensitive it got stopped,1,Negative
1892,they took a lifetime to deliver ,5,Positive
1893, the phone is a masterpiece,5,Positive
1894,Display and performance are very good,5,Positive
1895, Handy to use and comfortable to keep in our pockets,4,Positive
1896, Battery is the only drawback I face with this mobile,4,Positive
1897, Apple could have been increased its capacity to little more to bare with latest generation,3,Positive
1898,Super,5,Positive
1899,powerful processor excellent camera But battery  backup  average,4,Positive
1900,I was using iPhone 6s earlier,3,Positive
1901, So for me this phone is not an upgrade as such because the features are almost the same in both phones,3,Positive
1902, Only in iPhone SE there is dual sim and front camera is of 7MP,3,Positive
1903, Still I’m loving this phone,5,Positive
1904," It has got a decent battery life (as compared to iPhone 6S) and the look and feel of this phone, especially in red colour is awesome",5,Positive
1905, The camera and phone performance obviously are good as with all iPhones,4,Positive
1906," For first time iPhone users, this should be the best phone to ",5,Positive
1907,Pros :Excellent performanceZero lags Good software supportExcellent cameraBetter / stable apps compared to androidCons :Mediocre battery lifeNote: display is good enough for a 4,4,Positive
1908,7'' phone,5,Positive
1909, No pixelationIt can run all the demanding games and can take really good pics ,5,Positive
1910,  The only thing you need to understand is that for a heavy user the battery will last from 10 am - 4 pm,4,Positive
